name,type
Cooking Nugs Seeded,Hybrid
F-3,Organi
Biker Kush,Hybrid
Purple OG (D),Hybrid
White Berry (W),Hybrid
Nebula 2 (W),Hybrid
Santa Sativa (MO),Hybrid
Durga Mata (D),Hybrid
HD- Fire Power OG,Hybrid
Castle Purple Bubba Kush,Indica
Castle OG,Inorga
Kactus Jack,Hybrid
HD Pure Kush,Sativa
DJ Flo,
Blackberry Blizz,Hybrid
Skunk,Hybrid
Mr. Kush,Hybrid
Golden Nugget,Hybrid
Bio Diesel,Hybrid
Amst. Lucid Bolt (W),Hybrid
Amst. Belladonna (MO),Hybrid
Candyland,Sativa
Sky Walker,Hybrid
Alien Bubba Berry,Hybrid
Twizzler,Hybrid
Quin- n- Tonic,Hybrid
CBDA5,
Thin Mint Girl Scout...,Hybrid
HD 72 Casey Jones,Sativa
MoonWalker OG,Indica
Blue Dream M,Sativa
Blue Dream Z,Sativa
DSB,Sativa
Chem Dog R3,Organi
PK,
O.D. Sunset Sherbert,Hybrid
Honey Bud,Hybrid
O.D. Blue Dream,Sativa
Training Day,Hybrid
Ringo- 10252015,Sativa
SHE- BD,Sativa
SHE- Private Reserve,Hybrid
Blue Dream PreRoll,Sativa
Fire OG PreRoll,Hybrid
Pinnacle OG,Hybrid
Purple Jack,Hybrid
Deep Sleep,Indica
Big Sky,Indica
O.D. Miranda,Hybrid
O.D. Girl Scout Cookies,Hybrid
Blueberry Candyland,Hybrid
Candy Jack,Hybrid
White Fire,Hybrid
Eagle Eye 1400,Hybrid
Eagle Eye 1350,Hybrid
Northern Lights #5 x...,Hybrid
Silver Berry Haze,Hybrid
Granddaddy Purple,Indica
Phantom,Indica
Flower Bomb,Hybrid
Kosher Kush,Hybrid
Green Ribbon,Hybrid
JP-08272015,Hybrid
Purple Bubba Cookies,Indica
Platinum Euphoria #1,Hybrid
Madman OG,Hybrid
King Louie XIII,Indica
Pre-91 Chem Dog,
Caveman Cat-nip,Hybrid
Healing Rain (DI),Hybrid
Platinum Lemon Tree,Sativa
Purple Fire,Hybrid
Swiss Tsu 5,Hybrid
Swiss Tsu 1,Hybrid
Swiss Tsu 4,Hybrid
Swiss Tsu 3,Hybrid
Swiss Tsu 2,Hybrid
SFV Alien,Hybrid
ACDC,Sativa
Private Reserve OG,Indica
Blue Buddha,Indica
Blue Bubble,Hybrid
GS Candy #7,Hybrid
Strawberry Cheese Cake,Hybrid
Girl Scout Tangie,Hybrid
Cheese Cake,Hybrid
Sour Diesel Hash Joint,Sativa
Blackwater Kush,Indica
OG Kush /TK,Hybrid
Church Fire,Hybrid
Prince Henry,Hybrid
Fire OG B,Hybrid
Fire OG A,Hybrid
O.D. OG,Inorga
Donna OG,Hybrid
SoCal Master,Indica
Purple Butter Kush,
Original White Widow...,Hybrid
Grapefruit OG,Inorga
King Henry,Hybrid
Wizards Fire,Indica
Platinum Girl Scout...,Indica
Mad Scientist Girl...,Hybrid
Dream Cookie,Hybrid
Fruit Punch,Hybrid
Black Magic,Hybrid
Treasure Island,Hybrid
Red Diesel Cookies,Indica
Crystal Clear OG,Indica
Big Rodd OG,Indica
Purple Butter OG Kush,Indica
Poison OG,Hybrid
OD OG Kush,Hybrid
VGH OG,Hybrid
White Lightening,Hybrid
Fire Headband,Hybrid
Khalifornia OG,Hybrid
Pineapple Sugar,Hybrid
Key Lime Pie,Hybrid
Ugly Apricot OG,Indica
Afghan OG,Indica
Shawman OG,Indoor
New Jack City,Hybrid
Medusa Space Rock,Hybrid
Kaveman Kush,Indica
W.E. Spaz,Sativa
Silver OG,Sativa
Blackberry Sherbert,Hybrid
Watermelon,Indica
OG 18,Indica
Harle-Tsu,Hybrid
White Buffalo Space Rock,Hybrid
GDP Space Rock,Indica
Zombie OG A,Indica
Zombie OG,Hybrid
Platinum Girl Scout,Hybrid
OD Chiesel,Hybrid
III,
Jolly Rancher,Hybrid
Purple Cookies,Hybrid
Y,Sativa
Holistic Cookies,Hybrid
Dreamland,
Golden Galaxy Rocks,Hybrid
O.D. God Father,Hybrid
Galaxy Rocks,Hybrid
Pre-98 Bubba,Indica
Abbusive OG,Sativa
213 OG,Indica
King Triton OG,Indica
Blood Diamond OG,Hybrid
Strawberry Banana,Hybrid
Scratch Kush,Indica
Larry OG,Indica
O.D. Lemon Tree,Sativa
Grape Jelly,Hybrid
Buckaroo OG,Hybrid
Cotton Candy Bubba,Hybrid
DJ Short,Hybrid
O.D. GDP,Indica
Amst. White Widow,Hybrid
Amst. Acid,Hybrid
Blue Sky,Hybrid
O.D. Bay 11,Sativa
Alien Rock Candy,Hybrid
Alien Melon Chem,Hybrid
Girl Scout Candy,Hybrid
KROK OG,Hybrid
KROK Blue Dream,Sativa
Canatonic,Indica
AC/DC,Sativa
Bubba Tahoe,Indica
O.D. Blue Hawaiian,Sativa
Shreck,Indica
Chemdog,Hybrid
Sovereign OG B,Hybrid
Sovereign OG A,Hybrid
Platinum Jack,Hybrid
Sunset Cookie,Indica
Black Berry Kush,Indica
Tsunami,Hybrid
Organic Purple Fire,Indica
GSC Cookies,Hybrid
All Star Cookie,Hybrid
OD Lemon Haze,Sativa
Sour OG Kush,Sativa
Wedding Cake,Hybrid
Ace of Spades,Hybrid
Fire Ed,Hybrid
Royal Flush,Hybrid
Liberty Haze (W),Hybrid
Super Jack H.,Sativa
Louie XIII OG,Hybrid
Paris OG,Hybrid
Purple Romulan,Hybrid
GT Dragon,Hybrid
Trim,
Pennywise,Hybrid
O.G. Kush,Sativa
Snow White OG,Indica
$100 OG,Indica
Confidential Alien...,Hybrid
New York Diesel,Sativa
Wifi (N),Hybrid
Outdoor Blue Dream,Sativa
Mr. Nice Guy,Hybrid
Cherry Cookies,Hybrid
Mad Scientist Platinum...,Indica
Premium Cherry,Hybrid
Double Double Blue Dream,Sativa
O.D. Green Crack,Sativa
Game Changers,Sativa
Strawberry Banana Kush,Hybrid
Louis OG,Indica
Super Jack,Hybrid
Perfect OG,Indoor
Blue Dot,Sativa
Mendo Afgoo,Hybrid
East Coast Blue Dream,Sativa
Pure Kush (Q),Indica
Kosher Kush (H),Indica
Girl Scout Cookies (J),Hybrid
O.D. Jack Herer,Hybrid
Amst Laughing Buddha,Hybrid
Sonoma Coma,Hybrid
Silver Jack,Hybrid
Kabers,Indica
Peter Tosh,Hybrid
Lemon Diesel (H),Hybrid
Lemon Diesel (S),Hybrid
Afpak,Hybrid
Girl Scout Cookie...,Hybrid
Kali Mist (Red),Sativa
O.D. Sour Diesel,Sativa
Purple Mango,Hybrid
Super Confidential,Hybrid
Zeta,Sativa
Unknown,Hybrid
OG CD 1021,Indica
Jilly Bean,Hybrid
O.D. Midnight,Indica
O.D. Cherry Pie,Hybrid
Grandfire OG,Indica
O.D. Guava,
Indi Cough,Indica
OG Master Kush,Indica
Animal Cookies,Hybrid
Imperial Kush,Hybrid
Platinum GSC,Hybrid
Tahoe,Hybrid
DJ Flo Smoothe,Hybrid
Water Melon,Sativa
Rock Glacier Kush,Indica
Bubba Punch,Indica
Kyptonite,Indica
Trash,Hybrid
Outdoor Shreck,Sativa
Tropicana,Sativa
Amst. Acid W,Indica
OG Cone Mix,Organi
Sour Afgoo,Sativa
Tangerine,Hybrid
Platinum Afgoo,Indica
Lab Skywalker OG,Indica
Oakland Crippler,Hybrid
Cookie Cone,Hybrid
Tahoe OG Kush,Hybrid
Master OG,Hybrid
3x Time Crazy,Hybrid
Midnight Purple,Hybrid
Hawaiian Lights,Hybrid
Eat My Cookie,Hybrid
Platinum Master,Indica
Fire OG -M,Hybrid
Fire OG -B,Hybrid
Legendary Lemon,Sativa
Woody OG,Organi
Black Berry,Hybrid
Hardball,Indica
GDP Buddha,Indica
Blackberry Pie,Hybrid
Energee,Hybrid
Amst. Nebula #2,Hybrid
West Side OG,Indica
West Side Bubba,Indica
Rugburn,Indica
Bay Platinum Cookies,Hybrid
Bay Dream,Hybrid
Bay 11 Hydro,Sativa
Bay 11 Organic,Sativa
The Dream,Hybrid
BMW,Hybrid
Pine Berry,
Purple Bubba Kush,Hybrid
Orange Diesel,Hybrid
KRP,
Sour D,Sativa
Outdoor OG Kush,Hybrid
Royal Purple Diesel,Hybrid
OG Skywalker,Organi
Purple Dope,Outdoo
Cerebral Synergy,Hybrid
Phantom Cookies,Hybrid
Greenwater OG,Hybrid
Original OG,Hybrid
813,Hybrid
Lost Coast OG,Hybrid
B52 OG,Hybrid
King Louis XIII OG,Indica
Kobe OG,Sativa
Snow Goddess,Hybrid
Northern Lights/Sweet...,Hybrid
Bubba Pre 98,Indica
AK47,Hybrid
Super GDP,Hybrid
138 OG,Indica
Royal Queen,Hybrid
Very Berry,Hybrid
Fire OG x Afghan Mango,Hybrid
GreenLeaf Flyyyyyaaaa,Indica
JEBD,Sativa
Jack x G13,Hybrid
University Hills OG,Indica
Afgan-gu,Organi
Purple Catpiss,Indica
W/Q,Hybrid
Herojuana II,Indica
Blueberry Dream,Hybrid
Dragonfly Pie,Hybrid
Purple Dingleberry,Hybrid
Purple Urkel,Indica
Hash Cone,Indoor
Fire Walker OG,Hybrid
Kens Cherry Pie,Indica
Kens Dragonfly Cookies,Hybrid
Medusa,Hybrid
Bay 11,Hybrid
Kens Phantom,Hybrid
GDP Dragonfly,Indica
Kens Kush,Hybrid
Kens Grandaddy Purp,Indica
Nicks OG,Hybrid
Blue Magic,Sativa
Pineapple X-Press,Hybrid
Bentley OG,Indica
Soto OG,Indica
Cooks OG,Indica
Cooks Bubba,Indica
Cactus Cooler OG,Hybrid
Royal OG,Indica
HeroJewJuana,Indica
Harliquin,Sativa
OG 3,Indica
OG 2,Indica
OG 1,Indica
Jurii Daddy Purps,Indica
1024,Hybrid
3D CBD,Sativa
Aceh,Sativa
Afghan Cow,Hybrid
African,Sativa
Afrikaner,Sativa
Alaska,Hybrid
Alaskan Ice,Hybrid
Alice in Wonderland,Hybrid
Alien Dutchess,Sativa
Alien Stardawg,Hybrid
Allen Wrench,Hybrid
Alpha Blue,Hybrid
Alpha Cow,Sativa
Alpha Express,Sativa
Amnesia Ganja Haze,Sativa
Amnesia,Sativa
Appalachian Power,Sativa
Asian Fantasy,Hybrid
Atomical Haze,Sativa
Bangi Haze,Hybrid
Bediol,Sativa
Bertberry Cheesecake,Sativa
Uh Oh,Sativa
Big Sur Holy Bud,Hybrid
Birds Eye,Sativa
Blackberry Diesel,Hybrid
Blackberry Haze,Hybrid
Blackberry Lime Haze,Hybrid
Blaze,Hybrid
Blucifer,Hybrid
Blue Mountain Fire,Sativa
Bob Saget,Sativa
Brazil Amazonia,Hybrid
Buffalo Bill,Sativa
Cambodian Haze,Sativa
Cambodian,Sativa
Caramelo,Hybrid
Carnival,Hybrid
Catfish,Sativa
CBD Lilly,Sativa
CBD Mango Haze,Hybrid
Central American,Sativa
Cerebro Haze,Sativa
Chocolate Diesel,Hybrid
Chocolate Thai,Hybrid
Chocolate Thunder,Sativa
Cinex,Hybrid
Cirrus,Sativa
Citrus Punch,Sativa
Clementine,Hybrid
Colombian Mojito,Sativa
Congo,Sativa
Cosmic Collision,Hybrid
Critical Kali Mist,Sativa
Crystal Coma,Hybrid
Damn Sour,Sativa
Dance World,Hybrid
DelaHaze,Hybrid
Dirty Girl,Hybrid
DJ Andy Williams,Sativa
Django,Sativa
Doctor Doctor,Sativa
Doox,Sativa
Dr. Grinspoon,Sativa
Dream Beaver,Hybrid
Drizella,Hybrid
Durban Cookies,Hybrid
Dutch Hawaiian,Sativa
Dutch Haze,Hybrid
East Coast Alien,Sativa
Electric Lemon G,Hybrid
Elephant,Sativa
Elphinstone,Hybrid
Emerald Jack,Hybrid
Fighting Buddha,Hybrid
Flo Limone,Sativa
Full Moon,Hybrid
Galactic Jack,Hybrid
Golden Tangie,Sativa
Gorkle,Sativa
Green Haze,Sativa
Green Lantern,Hybrid
Harley Storm,Sativa
Hawaiâ€™i â€˜78,Sativa
Hawaiian Diesel,Hybrid
Hawaiian Dream,Sativa
Hawaiian Haze,Hybrid
Hawaiian Mayan Gold,Sativa
Hawaiian Punch,Hybrid
Haze Berry,Hybrid
Haze Wreck,Sativa
Heisenberg Kush,Sativa
Higher Power,Sativa
Hippie Chicken,Hybrid
Hoodwreck,Sativa
Hurricane,Sativa
In The Pines,Hybrid
Incredible Hulk,Sativa
Island Haze,Hybrid
Island Maui Haze,Sativa
Jack Diesel,Hybrid
Jack Skellington,Hybrid
Jack Smack,Sativa
Jack Wreck,Hybrid
Jackalope,Sativa
Jacky White,Hybrid
Jahwaiian,Sativa
Jamaican Dream,Hybrid
Jamaican Lion,Hybrid
Jenni,Sativa
Jesus OG,Hybrid
Jock Horror,Hybrid
Johnnyâ€™s Tonic,Sativa
Kali 47,Sativa
Kauaâ€™i Electric,Sativa
Lime Haze,Hybrid
Kilimanjaro,Sativa
Killing Fields,Sativa
Kona Gold,Hybrid
La NiÃ±a,Sativa
Laughing Buddha,Sativa
Lavender Haze,Sativa
Lemon Bubble,Sativa
Lemon Cake,Hybrid
Lemon Jack,Hybrid
Lemon Meringue,Hybrid
Lemon Pie,Hybrid
Lemon Thai,Hybrid
Lennon,Sativa
Leonidas,Sativa
Light of Jah,Hybrid
Lime Skunk,Hybrid
Limon,Hybrid
Madcow,Sativa
Magnum PI,Sativa
Malakoff,Sativa
Malawi,Sativa
Mango Haze,Hybrid
Matanuska Thunder Fuck,Sativa
Maui Citrus Punch,Sativa
Maui Wowie,Sativa
MediHaze,Sativa
Megalodon,Sativa
Mekamika Haze,Sativa
Memory Loss,Hybrid
Middlefork x Pineapple Express,Sativa
Moondance,Sativa
Moonshine Haze,Sativa
Moose and Lobsta,Hybrid
Mother Tongue,Sativa
Motherâ€™s Finest,Sativa
Narnia,Sativa
Nepalese,Sativa
NightFire OG,Hybrid
Nina Limone,Sativa
NL5 Haze Mist,Hybrid
North American Sativa,Sativa
Northern Lights #5 x Haze,Hybrid
Nurse Jackie,Hybrid
NYPD,Sativa
OCD,Sativa
Old Mother Sativa,Sativa
Orange Durban,Sativa
Orange Wreck,Sativa
Oregon Pinot Noir,Hybrid
Outer Space,Hybrid
Outlaw,Hybrid
Pagoda,Hybrid
Pineapple Fields,Hybrid
Pineapple Haze,Hybrid
Pineapple Jack,Hybrid
Pineapple OG,Hybrid
Pineapple Punch,Hybrid
Pineapple Purps,Sativa
Pineapple Super Silver Haze,Sativa
Pinot Green,Sativa
Poochie Love,Hybrid
Purple Champagne,Hybrid
Purple Cow,Sativa
Purple Power,Hybrid
Purple Tangie,Sativa
Purple Thai,Hybrid
Q3,Sativa
Quantum Kush,Hybrid
Rafael,Hybrid
Raspberry Cough,Hybrid
Rebel God Smoke,Hybrid
Red Congolese,Hybrid
Red Headed Stranger,Sativa
Ridge Berry,Sativa
Robert Plant,Hybrid
Royal Haze,Hybrid
Santa Maria,Hybrid
Santa Sativa,Sativa
Schrom,Hybrid
Seattle Cough,Hybrid
Sequoia Strawberry,Hybrid
Serious 6,Hybrid
Shining Silver Haze,Hybrid
Silver Kush,Hybrid
Silver Train,Sativa
Silverhawks OG,Hybrid
Sinai,Sativa
Skunk Dawg,Hybrid
Slazerbeam,Sativa
SleeSkunk,Hybrid
SleeStack,Hybrid
Sojay Haze,Sativa
Sonic Screwdriver,Hybrid
Sour Amnesia,Hybrid
Sour Breath,Sativa
Sour Haze,Hybrid
Sour Jack,Hybrid
Sour Joker,Hybrid
Sour Maui,Sativa
Sour Pebbles,Hybrid
Sour Poison,Hybrid
Sour Willie,Sativa
Sourlope,Hybrid
South American,Sativa
South Asian Sativa,Sativa
South Indian Sativa,Sativa
Southern Lights,Sativa
Space Jill,Sativa
Space Needle,Sativa
Spliffâ€™s Strawberry,Sativa
Sputnik,Sativa
Stardawg Guava,Sativa
Stella Blue,Sativa
Strawberry Amnesia,Sativa
Strawberry Blue,Hybrid
Strawberry Durban Diesel,Hybrid
Strawberry Ice,Sativa
Strawberry Lemonade,Sativa
Strawberry Mango Haze,Sativa
Strawberry Satori,Sativa
Strawberry,Sativa
Sublime,Sativa
Sugar Plum,Hybrid
Summertime Squeeze,Sativa
Sumo Grande,Sativa
Sun Ra,Hybrid
Sunburn,Hybrid
Sunshine,Sativa
Supa Don,Sativa
Super G,Hybrid
Super Snow Dog,Sativa
Supernatural,Hybrid
Swazi Gold,Sativa
Sweet Cheese,Hybrid
Sweet Jane,Sativa
Swiss Gold,Hybrid
Swiss Sativa,Hybrid
Swiss Tsunami,Sativa
Tangerine Man,Sativa
Tangerine Sunrise,Sativa
Tangerine Trainwreck Haze,Sativa
Tangie Ghost Train,Sativa
Tangilope,Hybrid
Tardis,Hybrid
Tesla Tower,Sativa
Thai Haze,Hybrid
The Blood,Sativa
The Cough,Sativa
The Fork,Sativa
Thunderbird Rose,Sativa
Thunderstruck,Sativa
Timewreck,Hybrid
Trinity,Hybrid
Trix,Hybrid
Tutankhamon,Sativa
Twista,Sativa
Twisted Citrus,Sativa
Ultra Sour,Hybrid
Velvet Bud,Sativa
Viper,Hybrid
Webster,Hybrid
White Buffalo,Sativa
White Durban,Sativa
White Haze,Hybrid
White Nightmare,Hybrid
Wild Thailand,Hybrid
Willie Nelson,Hybrid
Willy Wonka,Hybrid
Xanadu,Sativa
Y Griega,Hybrid
Zamaldelica,Sativa
Zellyâ€™s Gift,Sativa
Zeta Sage,Sativa
303 OG,Indica
3X Crazy,Indica
5th Element,Hybrid
8 Ball Kush,Indica
818 OG,Indica
831 OG,Indica
91 Krypt,Indica
Abusive OG,Hybrid
Ace Killer OG,Indica
Afghan Hawaiian,Indica
Afghan Skunk,Hybrid
Afghan Sour Kush,Hybrid
Afghani CBD,Indica
Afkansastan,Indica
Air Jordan OG,Indica
Alien Bubba,Hybrid
Alien Rift,Hybrid
Alien Technology,Hybrid
Aliens On Moonshine,Indica
Allen Iverson OG,Indica
Allkush,Indica
Alpine Star,Hybrid
American Kush,Hybrid
Ancient Kush,Indica
Ancient OG,Hybrid
Angel OG,Indica
Anonymous OG,Indica
Anubis,Hybrid
Appleberry,Indica
Argyle,Hybrid
Athabasca,Indica
Aurora Borealis,Hybrid
Ayahuasca Purple,Indica
Bakerstreet,Indica
Banana Candy,Indica
Barbara Bud,Indica
Batman OG,Indica
B.B. King,Hybrid
Beastmode 2.0,Indica
Bedica,Indica
Bell Ringer,Indica
Berry Noir,Indica
Big White,Hybrid
Biochem,Indica
Black Afghan,Indica
Black Bubba,Indica
Black Cherry OG,Indica
Black Diamond,Hybrid
Black Larry Bird,Indica
Black Lime Special Reserve,Indica
Black Magic Kush,Indica
Blackberry Bubble,Indica
Blackberry Cream,Hybrid
Blackberry Rhino,Indica
Blackberry x Blueberry,Indica
Blackwater,Indica
Blue Afghani,Hybrid
Blue Alien,Hybrid
Blue Bastard,Indica
Blue Blood,Hybrid
Blue Knight,Indica
Blue Kripple,Hybrid
Blue Lights,Indica
Blue Monster,Hybrid
Blue Moonshine,Hybrid
Blue Ox,Hybrid
Blue Power,Hybrid
Blue Steel,Hybrid
Blue Zombie,Indica
Blueberry Skunk,Hybrid
Blueberry Space Cake,Indica
Blueberry Waltz,Indica
Brand X,Indica
Brandywine,Indica
Bubba Doja,Hybrid
Bubba Hash,Indica
Bubblegum Kush,Hybrid
Buckeye Purple,Hybrid
Buddha Tahoe,Hybrid
Butter OG,Hybrid
Cactus,Indica
Cadillac Purple,Indica
California Hash Plant,Indica
Candy Cane,Hybrid
CannaSutra,Indica
Capers,Indica
Caramel Kona Coffee Kush,Indica
Caramella,Hybrid
Cascadia Kush,Indica
Casper OG,Hybrid
CBD Critical Cure,Indica
CBD Critical Mass,Hybrid
CBD OX,Indica
CBD Shark,Indica
Chem D.O.G.,Indica
Chem Scout,Hybrid
Chemo,Hybrid
Cherries Jubilee,Indica
Cherry Kola,Hybrid
China Yunnan,Indica
Chocolate Meringue,Indica
Chocolate OG,Indica
CHR Super OG,Indica
Club 69,Indica
Colorado Bubba,Hybrid
Colorado Clementines,Hybrid
Commerce City Kush,Hybrid
Confidential Cheese,Hybrid
Conspiracy Kush,Hybrid
Cookie Monster,Hybrid
Cookies Kush,Indica
Copper Kush,Hybrid
Corleone Kush,Hybrid
Cornbread,Hybrid
Cream Caramel,Hybrid
Critical Hog,Hybrid
Critical Kush,Indica
Critical Plus 2.0,Indica
Critical Sensi Star,Hybrid
Crosswalker,Indica
Crouching Tiger Hidden Alien,Indica
Crown OG,Hybrid
Crown Royale,Indica
Cuvee,Indica
Dakini Kush,Hybrid
Dank Schrader,Indica
Dark Side of the Moon,Hybrid
Dark Star,Indica
Darkside OG,Indica
Deadwood,Indica
Death Bubba,Indica
Death Star OG,Indica
Denver Maple,Indica
Devil Fruit,Hybrid
Digweed,Indica
Dirty Old Bastard,Indica
Dolla Sign OG Kush,Indica
Dorit,Hybrid
Danky Doodle,Indica
Double Mint,Hybrid
Double OG,Hybrid
Double Tap,Indica
Dr. Funk,Hybrid
Dream Berry,Hybrid
Dutch Kush,Indica
Dynamite,Hybrid
Eastern European,Indica
Edelweiss,Hybrid
El Chapo OG,Indica
El Jefe,Hybrid
Electric Black Mamba,Indica
Emerald OG,Hybrid
Enemy of the State,Indica
Enigma,Hybrid
Eran Almog,Hybrid
ErdPurt,Hybrid
Erez,Hybrid
Ether,Indica
Everlast,Indica
Extreme Cream,Hybrid
Extreme OG,Hybrid
Face Off OG,Indica
Fat Purple,Hybrid
Faygo Red Pop,Indica
Flaming Cookies,Hybrid
Flo OG,Indica
Flowerbomb Kush,Hybrid
Four Way,Hybrid
Frankenstein,Hybrid
Fred Flipnâ€™ Stoned,Indica
Freezeland,Indica
Frida,Indica
Frosty,Indica
Fruitylicious,Hybrid
Funky Monkey,Indica
G13,Indica
G-Force,Indica
Gandalf OG,Indica
Garlic Bud,Hybrid
Ghost OG Moonshine,Indica
Ghost Ship,Indica
Gigabud,Hybrid
Gobbilygoo,Hybrid
Gobbstopper,Hybrid
Godfather OG,Hybrid
Godfather Purple Kush,Indica
Godâ€™s Bubba,Indica
Godâ€™s Treat,Indica
Godzilla,Hybrid
Gog & Magog,Indica
Goldberry,Indica
Gooberry,Hybrid
Gorilla Biscuit,Hybrid
Goverment Mule,Indica
Grand Doggy Purps,Indica
Grandmaâ€™s Sugar Cookies,Indica
Grandpa Larry OG,Hybrid
Grandpaâ€™s Breath,Indica
Grape Cookies,Hybrid
Grape Drink,Hybrid
Grape Inferno,Hybrid
Grape OX,Hybrid
Grape Valley Kush,Hybrid
Green Dragon,Hybrid
Green Love Potion,Hybrid
Green Mango,Hybrid
Green Poison,Hybrid
Green Python,Hybrid
Grimace OG,Hybrid
Grimace,Indica
Grimmdica,Hybrid
Guard Dawg,Hybrid
Guido Kush,Indica
Gumbo,Hybrid
Gutbuster,Hybrid
Hades Haze,Indica
Hammerhead,Hybrid
Haoma,Indica
Hardcore OG,Indica
Harmonia,Indica
Hashbar OG,Hybrid
Hawaiian Purple Kush,Hybrid
Himalayan Blackberry,Indica
Honey Boo Boo,Indica
Hulkamania,Indica
Humboldt Dream,Indica
Iced Widow,Indica
IFC OG,Indica
Ill OG,Indica
Illuminati OG,Indica
Irish Cream,Indica
Jack Burton,Indica
Jawa Pie,Indica
Jedi Kush,Hybrid
Jelly Roll,Indica
Joliet Jake,Indica
Josh D OG,Indica
Jr,Indica
JT15,Indica
K-Train,Hybrid
Kali China,Indica
,Hybrid
Kandahar,Hybrid
Katsu Bubba Kush,Indica
Katsu Kush,Indica
KC 36,Indica
Kelly Hill Gold,Indica
Khufu,Hybrid
King Louis XIII,Hybrid
Kiwiskunk,Hybrid
Kobain Kush,Hybrid
Kool-Aid Smile,Indica
Kraken,Indica
Krishna Kush,Indica
Kubbie Kush,Indica
Kushadelic,Hybrid
LA OG,Hybrid
LA Ultra,Indica
L.A.K. Federal Reserve,Indica
Las Vegas Purple Kush BX,Indica
Lashkar Gah,Indica
Lee Roy,Hybrid
Legend OG,Hybrid
Lime Purple Mist,Indica
Lime Sorbet,Indica
Locomotion,Hybrid
Love Potion #9,Hybrid
Lucid Bolt,Indica
Mad Scientist,Hybrid
Madzilla,Indica
Magic Beans OG,Indica
Magnificent Mile,Indica
Mangolicious,Indica
Master Jedi,Indica
Mataro Blue,Hybrid
Matsu,Indica
Mazar Kush,Indica
Mendo Breath,Hybrid
Merlot OG,Hybrid
Milky Way,Hybrid
Molokaâ€™i Frost,Indica
Molokaâ€™i Purpz,Indica
Money Maker,Hybrid
Monolith,Indica
Mossad,Indica
Mossimo OG,Indica
Motavation,Hybrid
Mother of Berries,Indica
Mt. Cook,Indica
Mud Bite,Indica
Murkle,Indica
Negra 44,Indica
Nexus OG,Hybrid
Nice Cherry,Hybrid
Nicole Kush,Hybrid
Night Terror OG,Hybrid
Night Train,Hybrid
Nordle,Hybrid
North American Indica,Indica
North Indian,Indica
Northern Wreck,Hybrid
Nuken,Hybrid
Obama Kush,Hybrid
OCA Gold,Indica
OG Eddy Lepp,Hybrid
OG LA Affie,Indica
OG Los Angeles Kush,Indica
Ogre Berry,Hybrid
Opal OG Kush,Indica
Orange Afghani,Indica
Orange Romulan,Indica
Oregon Diesel,Hybrid
Ortega,Hybrid
P-51,Indica
Pacific Blue,Indica
Pakistan Valley Kush,Indica
Pakistani Chitral Kush,Indica
Pamelina,Indica
Paris XXX,Indica
Pestilence,Hybrid
Petrolia Headstash,Hybrid
Peyote Cookies,Indica
Pez,Indica
Phantom Arrow,Indica
Phatt Frutty,Indica
Phishhead Kush,Indica
Pine Tar Kush,Hybrid
Pink Berry,Hybrid
Pink Bubba,Indica
Pink Champagne,Indica
Pink Death Star,Hybrid
Plushberry,Hybrid
Pokie,Indica
Popcorn Kush,Indica
Pre-98 Bubba Kush,Indica
Presidential OG,Hybrid
Primus,Hybrid
Puna Buddaz,Indica
Punky Lion,Hybrid
Pure Love,Indica
Purple Berry,Hybrid
Purple Bubba,Indica
Purple Bud,Hybrid
Purple Bush,Indica
Purple Cheddar,Hybrid
Purple Chemdawg,Indica
Purple Cotton Candy,Indica
Purple Elephant,Hybrid
Purple Hindu Kush,Indica
Purple Jolly Rancher,Hybrid
Purple Linda,Indica
Purple Martian Kush,Indica
Purple Monkey Balls,Hybrid
Purple OG Kush,Indica
Purple Panty Dropper,Hybrid
Purple People Eater,Hybrid
Purple Pinecone,Hybrid
Purple Punch,Hybrid
Purple Star,Hybrid
Purple Swish,Hybrid
Quin-N-Tonic,Indica
Qush,Hybrid
Rainbow Jones,Indica
Rare Dankness #1,Hybrid
Rare Darkness,Hybrid
Ray Charles,Hybrid
Reclining Buddha,Indica
Red Eye OG,Indica
Remedy,Indica
Rigger Kush,Indica
Rip City Purps,Indica
Rockbud,Indica
Rockstar Kush,Indica
Rockstar Master Kush,Indica
Rockstar,Hybrid
Rocky Mountain Blueberry,Indica
Rollex OG Kush,Hybrid
Rose Bud,Indica
Russian Assassin,Hybrid
Salmon River OG,Hybrid
Satellite OG,Hybrid
Secret Garden OG,Indica
Sensi Skunk,Hybrid
Sexxpot,Hybrid
SFV OG Kush,Indica
Shark Attack,Hybrid
Sin City Kush,Hybrid
Sirius Black,Indica
Skunk 47,Indica
Snoop Dogg OG,Hybrid
Snow Leopard,Hybrid
Snow Monster,Indica
Snow Mountain,Hybrid
Snow Ryder,Indica
Somango,Indica
Soulshine Aloha,Indica
Sour Ape,Indica
Sour Bubba,Hybrid
Sour Bubble,Indica
Sour Spyder,Indica
South Asian Indica,Indica
South Central LA,Indica
South Indian Indica,Indica
Space Dawg,Indica
Space Monster,Hybrid
Special Kush #1,Hybrid
Spoetnik #1,Hybrid
Star Berry Indica,Indica
Star Killer,Hybrid
Star Master Kush,Indica
StarBud,Hybrid
Stephen Hawking Kush,Hybrid
Strawberry Cheesecake,Hybrid
Strawberry Fields,Hybrid
Strawberry Frost,Indica
Sugar Black Rose,Hybrid
